Group	Codon_freq	Foreground_Species	Background_Species	ω_value_M0	lnL_M0	np_M0	ω_value_branch_neutral_foreground	ω_value_branch_neutral_background	lnL_bneutral	np_bneutral	ω_value_branchfree_foreground	ω_value_branchfree_background	lnL_bfree	np_bfree	pvalm0_bfree	pavalbne_bfree
Birds1	F1x4	Cygnus_olor	Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.33527	-3724.271152	39	1	0.33691	-3724.916321	39	0.0001	0.33678	-3723.646385	40	0.26364149941783	0.111003784878524
Birds1	F3x4	Cygnus_olor	Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.34869	-3723.917604	39	1	0.35038	-3724.539077	39	0.0001	0.35027	-3723.286709	40	0.261312539799372	0.113504504274124
Birds1	F1x4	Dromaius_novaehollandiae	Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.33527	-3724.271152	39	1	0.3304	-3723.597405	39	0.89436	0.33041	-3723.58964	40	0.243014082804203	0.900824852809517
Birds1	F3x4	Dromaius_novaehollandiae	Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.34869	-3723.917604	39	1	0.34364	-3723.242529	39	0.92891	0.34364	-3723.239119	40	0.244063298042563	0.934182887504658
Birds1	F1x4	Nothoprocta_perdicaria	Struthio_camelus,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.33527	-3724.271152	39	1	0.34291	-3730.456533	39	0.22207	0.34482	-3723.72129	40	0.294326682740415	0.000242345528094
Birds1	F3x4	Nothoprocta_perdicaria	Struthio_camelus,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.34869	-3723.917604	39	1	0.35689	-3729.863379	39	0.22889	0.35885	-3723.341862	40	0.283238711828058	0.000304414545161
Birds1	F1x4	Oxyura_jamaicensis	Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Cairina_moschata	0.33527	-3724.271152	39	1	0.34335	-3728.226634	39	0.13311	0.34321	-3723.23559	40	0.150110854954924	0.001580703365186
Birds1	F3x4	Oxyura_jamaicensis	Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Cairina_moschata	0.34869	-3723.917604	39	1	0.35706	-3727.706292	39	0.1373	0.357	-3722.865054	40	0.146808745406506	0.001860337641643
Birds1	F1x4	Rhea_americana	Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.33527	-3724.271152	39	1	0.33498	-3728.322335	39	0.3538	0.33379	-3724.259009	40	0.876159407419921	0.004361922037194
Birds1	F3x4	Rhea_americana	Struthio_camelus,Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.34869	-3723.917604	39	1	0.34788	-3727.601164	39	0.37097	0.34692	-3723.901565	40	0.857856573499876	0.006525296265203
Birds1	F1x4	Struthio_camelus	Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.33527	-3724.271152	39	1	0.32467	-3724.826653	39	0.52192	0.32513	-3723.62378	40	0.255175529068828	0.120890482507481
Birds1	F3x4	Struthio_camelus	Nothoprocta_perdicaria,Tinamus_guttatus,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.34869	-3723.917604	39	1	0.33735	-3724.241956	39	0.55121	0.33786	-3723.228727	40	0.240484093573782	0.154580502442177
Birds1	F1x4	Tinamus_guttatus	Struthio_camelus,Nothoprocta_perdicaria,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.33527	-3724.271152	39	1	0.34129	-3729.747389	39	0.24193	0.34251	-3723.935937	40	0.412901729644711	0.0006514460998
Birds1	F3x4	Tinamus_guttatus	Struthio_camelus,Nothoprocta_perdicaria,Apteryx_mantelli,Apteryx_rowi,Casuarius_casuarius,Dromaius_novaehollandiae,Rhea_americana,Anseranas_semipalmata,Anas_platyrhynchos,Aythya_fuligula,Asarcornis_scutulata,Branta_canadensis,Anser_cygnoides,Anser_brachyrhynchus,Anser_indicus,Cygnus_olor,Cygnus_atratus,Oxyura_jamaicensis,Cairina_moschata	0.34869	-3723.917604	39	1	0.35531	-3729.197248	39	0.24815	0.35652	-3723.553845	40	0.393688886208008	0.000780598600473
Birds2	F1x4	Accipiter_gentilis	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.2909	-3454.689003	33	0.1556	0.291	-3451.584423	34	0.425021789226706	0.012709092269133
Birds2	F3x4	Accipiter_gentilis	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.29681	-3450.581978	33	0.15906	0.29707	-3447.558464	34	0.426357889871131	0.013929723883358
Birds2	F1x4	Antrostomus_carolinensis	Tauraco_erythrolophus,Corythaeola_cristata,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.28997	-3458.899522	33	0.27164	0.2891	-3451.887789	34	0.863273084927464	0.00018054339594
Birds2	F3x4	Antrostomus_carolinensis	Tauraco_erythrolophus,Corythaeola_cristata,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.29527	-3454.545817	33	0.27911	0.29494	-3447.863302	34	0.879332316439683	0.000256359811613
Birds2	F1x4	Aquila_chrysaetos	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902734	33	1	0.28175	-3451.239928	33	0.70129	0.28177	-3451.128209	34	0.213275741404553	0.636432728786699
Birds2	F3x4	Aquila_chrysaetos	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.28763	-3447.225728	33	0.70782	0.28769	-3447.119744	34	0.219114063134357	0.645229259388552
Birds2	F1x4	Athene_cunicularia	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.26928	-3450.919951	33	0.57583	0.26906	-3449.806888	34	0.04062814160684	0.135693698561821
Birds2	F3x4	Athene_cunicularia	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.27469	-3446.825465	33	0.58748	0.27466	-3445.794702	34	0.04138334433654	0.151058827668171
Birds2	F1x4	Colius_striatus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.31838	-3474.610967	33	0.2036	0.31431	-3450.488647	34	0.092637116738533	3.76225197773383E-12
Birds2	F3x4	Colius_striatus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.32402	-3470.076896	33	0.20649	0.32135	-3446.416808	34	0.087703072885662	6.02884607282885E-12
Birds2	F1x4	Corythaeola_cristata	Tauraco_erythrolophus,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.28247	-3453.685904	33	0.36988	0.2837	-3451.763199	34	0.597465160323979	0.049882324511168
Birds2	F3x4	Corythaeola_cristata	Tauraco_erythrolophus,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.28872	-3449.837178	33	0.36245	0.29016	-3447.774723	34	0.654554620119981	0.042256268261382
Birds2	F1x4	Falco_biarmicus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_naumanni	0.28747	-3451.902617	33	1	0.28751	-3452.355474	33	0.0001	0.28871	-3451.383603	34	0.308280550831368	0.163262808971639
Birds2	F3x4	Falco_biarmicus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_naumanni	0.29346	-3447.874826	33	1	0.29351	-3448.214493	33	0.0001	0.29474	-3447.356665	34	0.308678422905616	0.190253174794784
Birds2	F1x4	Falco_cherrug	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.28747	-3451.902611	33	6.97498	0.28747	-3451.902606	34	0.996257603389002	0.997476871715064
Birds2	F3x4	Falco_cherrug	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.29346	-3447.874818	33	22.70228	0.29346	-3447.87481	34	0.995486507345149	0.996808470271566
Birds2	F1x4	Falco_naumanni	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus	0.28747	-3451.902617	33	1	0.28835	-3452.778434	33	0.19188	0.28834	-3451.847966	34	0.740940202343956	0.172516811309878
Birds2	F3x4	Falco_naumanni	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus	0.29346	-3447.874826	33	1	0.29427	-3448.707481	33	0.19867	0.29433	-3447.824398	34	0.750804808799152	0.183857279342792
Birds2	F1x4	Falco_peregrinus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.28372	-3450.789684	33	999	0.28382	-3450.082841	34	0.056422114680931	0.234445458778226
Birds2	F3x4	Falco_peregrinus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.28965	-3446.773344	33	999	0.28972	-3446.053092	34	0.056289568179431	0.230057799709653
Birds2	F1x4	Falco_rusticolus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.28747	-3451.902611	33	13.59378	0.28747	-3451.902606	34	0.996257603389002	0.997476871715064
Birds2	F3x4	Falco_rusticolus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.29346	-3447.874818	33	0.47608	0.29346	-3447.874823	34	0.998045591872232	1
Birds2	F1x4	Gymnogyps_californianus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.28741	-3454.395469	33	0.29402	0.28722	-3451.901737	34	0.96653668070627	0.025531600453441
Birds2	F3x4	Gymnogyps_californianus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.29323	-3450.27507	33	0.29996	0.29322	-3447.873996	34	0.967500703198514	0.028424277204423
Birds2	F1x4	Haliaeetus_albicilla	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.28747	-3451.902626	33	0.0001	0.28747	-3451.902605	34	0.996091195544935	0.99482915327065
Birds2	F3x4	Haliaeetus_albicilla	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.29346	-3447.874834	33	0.0001	0.29351	-3448.213852	34	1	1
Birds2	F1x4	Haliaeetus_leucocephalus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.28747	-3451.902626	33	0.0001	0.28747	-3451.902605	34	0.996091195544935	0.99482915327065
Birds2	F3x4	Haliaeetus_leucocephalus	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.29346	-3447.874834	33	0.0001	0.29346	-3447.874815	34	0.996257603389002	0.995081540382392
Birds2	F1x4	Leptosomus_discolor	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.28958	-3458.205809	33	0.27373	0.28877	-3451.892434	34	0.886519617449223	0.000380265722523
Birds2	F3x4	Leptosomus_discolor	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.29487	-3454.11322	33	0.28211	0.29452	-3447.868349	34	0.909383939912416	0.000409192701738
Birds2	F1x4	Tauraco_erythrolophus	Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.29816	-3459.796113	33	0.13888	0.29939	-3450.627775	34	0.110316317472044	1.85109018931134E-05
Birds2	F3x4	Tauraco_erythrolophus	Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Tyto_alba,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.30402	-3455.817396	33	0.14292	0.30539	-3446.644176	34	0.116682175868045	1.84162778517811E-05
Birds2	F1x4	Tyto_alba	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.28747	-3451.902617	33	1	0.29769	-3459.72534	33	0.16378	0.29744	-3451.048648	34	0.191253123158771	3.10345178139566E-05
Birds2	F3x4	Tyto_alba	Tauraco_erythrolophus,Corythaeola_cristata,Antrostomus_carolinensis,Leptosomus_discolor,Colius_striatus,Athene_cunicularia,Haliaeetus_albicilla,Haliaeetus_leucocephalus,Accipiter_gentilis,Aquila_chrysaetos,Gymnogyps_californianus,Falco_peregrinus,Falco_cherrug,Falco_rusticolus,Falco_biarmicus,Falco_naumanni	0.29346	-3447.874826	33	1	0.30371	-3455.565264	33	0.16565	0.30386	-3446.992352	34	0.184008541633087	3.46169640610531E-05
Birds3	F1x4	Aptenodytes_forsteri	Nipponia_nippon,Egretta_garzetta,Pelecanus_crispus,Pygoscelis_adeliae,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Balearica_regulorum,Grus_americana,Rissa_tridactyla,Calidris_pugnax,Charadrius_vociferus,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin	0.35848	-4606.311338	37	1	0.36303	-4609.455809	37	0.14493	0.36379	-4605.493756	38	0.200990280008711	0.004878044215282
Birds3	F3x4	Aptenodytes_forsteri	Nipponia_nippon,Egretta_garzetta,Pelecanus_crispus,Pygoscelis_adeliae,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Balearica_regulorum,Grus_americana,Rissa_tridactyla,Calidris_pugnax,Charadrius_vociferus,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin	0.36649	-4601.733902	37	1	0.37135	-4604.933576	37	0.14262	0.37225	-4600.826009	38	0.177815700582807	0.004154244731104
Birds3	F1x4	Balearica_regulorum	Nipponia_nippon,Egretta_garzetta,Pelecanus_crispus,Pygoscelis_adeliae,Aptenodytes_forsteri,Spheniscus_demersus,Fulmarus_glacialis,Gavia_stellata,Eurypyga_helias,Rhynochetos_jubatus,Phaethon_lepturus,Grus_americana,Rissa_tridactyla,Calidris_pugnax,Charadrius_vociferus,Mesitornis_unicolor,Pterocles_gutturalis,Opisthocomus_hoazin	0.35848	-4606.311338	37	1	0.35993	-4609.119659	37	0.31301	0.36001	-4606.270248	38	0.774364594897916	0.016976303092046
