Group	Codon_freq	Foreground_Species	Background_Species	ω_value_M0	lnL_M0	np_M0	ω_value_branch_neutral_foreground	ω_value_branch_neutral_background	lnL_bneutral	np_bneutral	ω_value_branchfree_foreground	ω_value_branchfree_background	lnL_bfree	np_bfree	pvalm0_bfree	pavalbne_bfree
Eulipotyphla	F3x4	Condylura_cristata	Solenodon_paradoxus,Suncus_etruscus,Sorex_fumeus,Sorex_araneus,Erinaceus_europaeus,Uropsilus_gracilis,Galemys_pyrenaicus,Talpa_occidentalis	0.24186	-5059.138123	17	1	0.23154	-5066.505339	17	0.3212	0.23521	-5058.504379	18	0.26023845885851	6.32782779082785E-05
Eulipotyphla	F1x4	Erinaceus_europaeus	Solenodon_paradoxus,Suncus_etruscus,Sorex_fumeus,Sorex_araneus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.34776	-5119.748628	17	1	0.34123	-5134.155796	17	0.36981	0.34351	-5119.678119	18	0.707271072659734	7.40658147174724E-08
Eulipotyphla	F3x4	Erinaceus_europaeus	Solenodon_paradoxus,Suncus_etruscus,Sorex_fumeus,Sorex_araneus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.24186	-5059.138123	17	1	0.25747	-5099.145936	17	0.15622	0.26	-5056.386707	18	0.018985702161528	2.29548836834116E-20
Eulipotyphla	F1x4	Galemys_pyrenaicus	Solenodon_paradoxus,Suncus_etruscus,Sorex_fumeus,Sorex_araneus,Erinaceus_europaeus,Uropsilus_gracilis,Condylura_cristata,Talpa_occidentalis	0.34776	-5119.748628	17	1	0.3483	-5128.850252	17	0.29264	0.35277	-5119.534475	18	0.512821340995609	1.58574095935419E-05
Eulipotyphla	F3x4	Galemys_pyrenaicus	Solenodon_paradoxus,Suncus_etruscus,Sorex_fumeus,Sorex_araneus,Erinaceus_europaeus,Uropsilus_gracilis,Condylura_cristata,Talpa_occidentalis	0.24186	-5059.138123	17	1	0.2396	-5073.114484	17	0.2125	0.24461	-5059.019047	18	0.62554403525369	1.09921627518298E-07
Eulipotyphla	F1x4	Solenodon_paradoxus	Suncus_etruscus,Sorex_fumeus,Sorex_araneus,Erinaceus_europaeus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.34776	-5119.748628	17	1	0.34481	-5129.029854	17	0.34056	0.34856	-5119.744418	18	0.926888281977515	1.63702896734052E-05
Eulipotyphla	F3x4	Solenodon_paradoxus	Suncus_etruscus,Sorex_fumeus,Sorex_araneus,Erinaceus_europaeus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.24186	-5059.138123	17	1	0.23893	-5075.508835	17	0.22875	0.24338	-5059.108347	18	0.80720542883675	1.0209357113262E-08
Eulipotyphla	F1x4	Sorex_araneus	Solenodon_paradoxus,Suncus_etruscus,Sorex_fumeus,Erinaceus_europaeus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.34776	-5119.748628	17	1	0.35317	-5128.936725	17	0.21097	0.3574	-5118.561101	18	0.123287334765778	5.22974858455572E-06
Eulipotyphla	F3x4	Sorex_araneus	Solenodon_paradoxus,Suncus_etruscus,Sorex_fumeus,Erinaceus_europaeus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.24186	-5059.138123	17	1	0.24623	-5075.500882	17	0.12775	0.25136	-5057.109581	18	0.043986394114983	1.32063549296508E-09
Eulipotyphla	F1x4	Sorex_fumeus	Solenodon_paradoxus,Suncus_etruscus,Sorex_araneus,Erinaceus_europaeus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.34776	-5119.748628	17	1	0.35068	-5126.338767	17	0.14011	0.35819	-5117.755087	18	0.045850403420719	3.42267028895491E-05
Eulipotyphla	F3x4	Sorex_fumeus	Solenodon_paradoxus,Suncus_etruscus,Sorex_araneus,Erinaceus_europaeus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.24186	-5059.138123	17	1	0.23859	-5064.989279	17	0.12251	0.24705	-5058.231242	18	0.178057600761051	0.000236528726293
Eulipotyphla	F1x4	Suncus_etruscus	Solenodon_paradoxus,Sorex_fumeus,Sorex_araneus,Erinaceus_europaeus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.34776	-5119.748628	17	1	0.34688	-5132.48387	17	0.28652	0.35612	-5119.367684	18	0.382738322982128	3.02705387341187E-07
Eulipotyphla	F3x4	Suncus_etruscus	Solenodon_paradoxus,Sorex_fumeus,Sorex_araneus,Erinaceus_europaeus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.24186	-5059.138123	17	1	0.22792	-5070.529446	17	0.26602	0.23914	-5059.058053	18	0.689027654923529	1.66895356753281E-06
Eulipotyphla	F1x4	Talpa_occidentalis	Solenodon_paradoxus,Suncus_etruscus,Sorex_fumeus,Sorex_araneus,Erinaceus_europaeus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata	0.34776	-5119.748628	17	1	0.33564	-5121.947589	17	0.47725	0.33909	-5119.103142	18	0.25586890069876	0.017072611367671
Eulipotyphla	F3x4	Talpa_occidentalis	Solenodon_paradoxus,Suncus_etruscus,Sorex_fumeus,Sorex_araneus,Erinaceus_europaeus,Uropsilus_gracilis,Galemys_pyrenaicus,Condylura_cristata	0.24186	-5059.138123	17	1	0.22686	-5058.921181	17	0.47264	0.22987	-5056.711313	18	0.027588174748853	0.035525532383603
Eulipotyphla	F1x4	Uropsilus_gracilis	Solenodon_paradoxus,Suncus_etruscus,Sorex_fumeus,Sorex_araneus,Erinaceus_europaeus,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.34776	-5119.748628	17	1	0.33607	-5124.64206	17	0.44969	0.33744	-5119.041167	18	0.234241028618791	0.00081718641518
Eulipotyphla	F3x4	Uropsilus_gracilis	Solenodon_paradoxus,Suncus_etruscus,Sorex_fumeus,Sorex_araneus,Erinaceus_europaeus,Galemys_pyrenaicus,Condylura_cristata,Talpa_occidentalis	0.24186	-5059.138123	17	1	0.22884	-5066.93464	17	0.34487	0.23154	-5057.850493	18	0.108546265489232	2.02217499280194E-05
Lagomorpha	F1x4	Lepus_americanus	Sylvilagus_bachmani,Oryctolagus_cuniculus,Lepus_timidus,Ochotona_princeps,Ochotona_curzoniae	0.33302	-2471.475755	11	1	0.32623	-2471.194852	11	0.69814	0.32647	-2471.122625	12	0.400688204197757	0.703892677873722
Lagomorpha	F3x4	Lepus_americanus	Sylvilagus_bachmani,Oryctolagus_cuniculus,Lepus_timidus,Ochotona_princeps,Ochotona_curzoniae	0.17832	-2376.901822	11	1	0.17432	-2377.248251	11	0.33735	0.1748	-2376.624462	12	0.456395492417098	0.264015570805766
Lagomorpha	F1x4	Lepus_timidus	Sylvilagus_bachmani,Oryctolagus_cuniculus,Lepus_americanus,Ochotona_princeps,Ochotona_curzoniae	0.33302	-2471.475755	11	1	0.32641	-2471.226032	11	0.69936	0.32686	-2471.16461	12	0.430197578536172	0.725970180234156
Lagomorpha	F3x4	Lepus_timidus	Sylvilagus_bachmani,Oryctolagus_cuniculus,Lepus_americanus,Ochotona_princeps,Ochotona_curzoniae	0.17832	-2376.901822	11	1	0.17224	-2376.302871	11	0.616	0.17276	-2376.234931	12	0.248133508944444	0.7124116982573
Lagomorpha	F1x4	Ochotona_curzoniae	Sylvilagus_bachmani,Oryctolagus_cuniculus,Lepus_timidus,Lepus_americanus,Ochotona_princeps	0.33302	-2471.475755	11	1	0.33245	-2475.746466	11	0.18008	0.35562	-2470.676648	12	0.206156496702416	0.001451148158589
Lagomorpha	F3x4	Ochotona_curzoniae	Sylvilagus_bachmani,Oryctolagus_cuniculus,Lepus_timidus,Lepus_americanus,Ochotona_princeps	0.17832	-2376.901822	11	1	0.16398	-2380.208277	11	0.13521	0.18393	-2376.777376	12	0.61785633704213	0.008805770085445
Lagomorpha	F1x4	Ochotona_princeps	Sylvilagus_bachmani,Oryctolagus_cuniculus,Lepus_timidus,Lepus_americanus,Ochotona_curzoniae	0.33302	-2471.475755	11	1	0.32256	-2473.970103	11	0.29061	0.33814	-2471.434677	12	0.774396652233828	0.024331421801742
Lagomorpha	F3x4	Ochotona_princeps	Sylvilagus_bachmani,Oryctolagus_cuniculus,Lepus_timidus,Lepus_americanus,Ochotona_curzoniae	0.17832	-2376.901822	11	1	0.1622	-2379.93554	11	0.17777	0.17839	-2376.901803	12	0.995081540441251	0.013769374252326
Lagomorpha	F1x4	Oryctolagus_cuniculus	Sylvilagus_bachmani,Lepus_timidus,Lepus_americanus,Ochotona_princeps,Ochotona_curzoniae	0.33302	-2471.475755	11	1	0.29278	-2468.367994	11	0.94811	0.29292	-2468.361805	12	0.012575278323608	0.91141298048835
Lagomorpha	F3x4	Oryctolagus_cuniculus	Sylvilagus_bachmani,Lepus_timidus,Lepus_americanus,Ochotona_princeps,Ochotona_curzoniae	0.17832	-2376.901822	11	1	0.15126	-2373.93422	11	0.56201	0.15245	-2373.338129	12	0.007591532233036	0.274889862509961
Lagomorpha	F1x4	Sylvilagus_bachmani	Oryctolagus_cuniculus,Lepus_timidus,Lepus_americanus,Ochotona_princeps,Ochotona_curzoniae	0.33302	-2471.475755	11	1	0.34941	-2476.347914	11	0.15675	0.35259	-2470.444507	12	0.150962715953972	0.000590143339185
Lagomorpha	F3x4	Sylvilagus_bachmani	Oryctolagus_cuniculus,Lepus_timidus,Lepus_americanus,Ochotona_princeps,Ochotona_curzoniae	0.17832	-2376.901822	11	1	0.18715	-2385.782623	11	0.08632	0.18947	-2375.93404	12	0.164150998624025	9.07358271311707E-06
Metatheria_Monotremata	F1x4	Antechinus_flavipes	Thylacinus_cynocephalus,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.32143	-4694.547111	19	1	0.30829	-4692.707087	19	0.7112	0.30903	-4692.386721	20	0.037649660573779	0.423445853628582
Metatheria_Monotremata	F3x4	Antechinus_flavipes	Thylacinus_cynocephalus,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.2694	-4635.881075	19	1	0.25569	-4632.874682	19	0.73499	0.25629	-4632.641376	20	0.010913193925329	0.494549949948828
Metatheria_Monotremata	F1x4	Dromiciops_gliroides	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.32143	-4694.547111	19	1	0.31948	-4702.246829	19	0.29182	0.32408	-4694.491647	20	0.739090084527372	8.20541338746742E-05
Metatheria_Monotremata	F3x4	Dromiciops_gliroides	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.2694	-4635.881075	19	1	0.26779	-4646.622802	19	0.23662	0.27262	-4635.776644	20	0.647660822508996	3.20070797049201E-06
Metatheria_Monotremata	F1x4	Gracilinanus_agilis	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.32143	-4694.547111	19	1	0.32585	-4703.201354	19	0.19272	0.33071	-4693.528513	20	0.153492359651961	1.09065591935273E-05
Metatheria_Monotremata	F3x4	Gracilinanus_agilis	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.2694	-4635.881075	19	1	0.27366	-4647.250569	19	0.14901	0.27896	-4634.501523	20	0.096702383724879	4.4282062014644E-07
Metatheria_Monotremata	F1x4	Monodelphis_domestica	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.32143	-4694.547111	19	1	0.32077	-4699.688102	19	0.25172	0.32513	-4694.358465	20	0.539056087118149	0.001095203731064
Metatheria_Monotremata	F3x4	Monodelphis_domestica	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.2694	-4635.881075	19	1	0.26875	-4642.755923	19	0.19364	0.27377	-4635.54071	20	0.409335464565627	0.000145433526157
Metatheria_Monotremata	F1x4	Ornithorhynchus_anatinus	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus	0.32143	-4694.547111	19	1	0.3143	-4700.325634	19	0.22452	0.32957	-4693.986963	20	0.28985472642137	0.000370113332862
Metatheria_Monotremata	F3x4	Ornithorhynchus_anatinus	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus	0.2694	-4635.881075	19	1	0.26047	-4643.307789	19	0.17776	0.27827	-4635.066905	20	0.201932803685267	4.91201567576878E-05
Metatheria_Monotremata	F1x4	Phascolarctos_cinereus	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.32143	-4694.547111	19	1	0.32404	-4699.298859	19	0.18735	0.32664	-4693.966842	20	0.281353991917834	0.001092388875593
Metatheria_Monotremata	F3x4	Phascolarctos_cinereus	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.2694	-4635.881075	19	1	0.27121	-4641.657576	19	0.16773	0.27345	-4635.428617	20	0.341466961902777	0.000416223628225
Metatheria_Monotremata	F1x4	Tachyglossus_aculeatus	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Ornithorhynchus_anatinus	0.32143	-4694.547111	19	1	0.31534	-4698.371305	19	0.11622	0.33641	-4692.633632	20	0.050434388835404	0.000705255162087
Metatheria_Monotremata	F3x4	Tachyglossus_aculeatus	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Ornithorhynchus_anatinus	0.2694	-4635.881075	19	1	0.26398	-4639.434557	19	0.08573	0.28252	-4633.857021	20	0.04422088006454	0.000838022379046
Metatheria_Monotremata	F1x4	Thylacinus_cynocephalus	Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.32143	-4694.547111	19	1	0.31286	-4695.170946	19	0.49975	0.31491	-4693.952374	20	0.275435682392412	0.118491787280982
Metatheria_Monotremata	F3x4	Thylacinus_cynocephalus	Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.2694	-4635.881075	19	1	0.26019	-4636.521231	19	0.45674	0.26244	-4635.026873	20	0.191192574337346	0.08384662773229
Metatheria_Monotremata	F1x4	Trichosurus_vulpecula	Thylacinus_cynocephalus,Antechinus_flavipes,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.32143	-4694.547111	19	1	0.32394	-4701.552249	19	0.21236	0.32836	-4693.95762	20	0.277563337579713	9.72550901555579E-05
Metatheria_Monotremata	F3x4	Trichosurus_vulpecula	Thylacinus_cynocephalus,Antechinus_flavipes,Phascolarctos_cinereus,Vombatus_ursinus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.2694	-4635.881075	19	1	0.26884	-4642.921223	19	0.22527	0.27203	-4635.768431	20	0.635039932998676	0.000155403206827
Metatheria_Monotremata	F1x4	Vombatus_ursinus	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.32143	-4694.547111	19	1	0.31425	-4695.472946	19	0.48523	0.31534	-4693.984031	20	0.288595902438956	0.084412376311919
Metatheria_Monotremata	F3x4	Vombatus_ursinus	Thylacinus_cynocephalus,Antechinus_flavipes,Trichosurus_vulpecula,Phascolarctos_cinereus,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Tachyglossus_aculeatus,Ornithorhynchus_anatinus	0.2694	-4635.881075	19	1	0.26121	-4636.208117	19	0.48485	0.26203	-4634.764668	20	0.135107583663637	0.089302716698221
Perissodactyla	F1x4	Ceratotherium_simum	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Diceros_bicornis	0.32535	-2056.134485	17	1	0.33044	-2056.768602	17	0.0001	0.33027	-2055.559231	18	0.283442832689379	0.119891175774756
Perissodactyla	F3x4	Ceratotherium_simum	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Diceros_bicornis	0.23795	-1975.376359	17	1	0.24164	-1976.226197	17	0.0001	0.24153	-1974.813232	18	0.288575780210858	0.092753151232959
Perissodactyla	F1x4	Dicerorhinus_sumatrensis	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Ceratotherium_simum,Diceros_bicornis	0.32534	-2056.134485	17	1	0.33062	-2057.485372	17	0.22239	0.33141	-2056.036512	18	0.658013211608805	0.088704939400087
Perissodactyla	F3x4	Dicerorhinus_sumatrensis	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Ceratotherium_simum,Diceros_bicornis	0.23795	-1975.376359	17	1	0.23887	-1976.960741	17	0.18237	0.24096	-1975.331895	18	0.765544430721232	0.071089118243607
Perissodactyla	F1x4	Diceros_bicornis	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum	0.32535	-2056.134485	17	1	0.31907	-2055.660091	17	999	0.31917	-2055.319042	18	0.201580546097836	0.408865220249219
Perissodactyla	F3x4	Diceros_bicornis	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum	0.23795	-1975.376359	17	1	0.23329	-1974.815148	17	999	0.23335	-1974.550318	18	0.198675796502718	0.466749837608145
Perissodactyla	F1x4	Equus_asinus	Equus_przewalskii,Equus_caballus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.32535	-2056.134485	17	1	0.33062	-2056.780993	17	0.0001	0.33032	-2055.548089	18	0.278828301523816	0.11634785830844
Perissodactyla	F3x4	Equus_asinus	Equus_przewalskii,Equus_caballus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.23795	-1975.376359	17	1	0.24178	-1976.239485	17	0.0001	0.24153	-1974.809537	18	0.286999399760692	0.090813369789737
Perissodactyla	F1x4	Equus_caballus	Equus_przewalskii,Equus_asinus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.32535	-2056.134485	17	1	0.32535	-2056.134516	17	10.71191	0.32535	-2056.134546	18	1	1
Perissodactyla	F3x4	Equus_caballus	Equus_przewalskii,Equus_asinus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.23795	-1975.376359	17	1	0.23795	-1975.376328	17	76.51308	0.23795	-1975.376306	18	0.991785420792819	0.994707471390185
Perissodactyla	F1x4	Equus_przewalskii	Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.32535	-2056.134485	17	1	0.31904	-2055.656254	17	999	0.31916	-2055.311857	18	0.199605846698158	0.406574889152654
Perissodactyla	F3x4	Equus_przewalskii	Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.23795	-1975.376359	17	1	0.23322	-1974.800879	17	999	0.2333	-1974.52679	18	0.19240074649928	0.459063119425692
Perissodactyla	F1x4	Equus_quagga	Equus_przewalskii,Equus_caballus,Equus_asinus,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.32535	-2056.134485	17	1	0.33062	-2056.781592	17	0.0001	0.33032	-2055.547101	18	0.278423706393745	0.116113106073085
Perissodactyla	F3x4	Equus_quagga	Equus_przewalskii,Equus_caballus,Equus_asinus,Tapirus_indicus,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.23795	-1975.376359	17	1	0.24178	-1976.239619	17	0.0001	0.24153	-1974.809365	18	0.286926287164734	0.090778825349041
Perissodactyla	F1x4	Rhinoceros_unicornis	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.32535	-2056.134485	17	1	0.33962	-2058.734885	17	0.19312	0.33934	-2055.826545	18	0.432582436926251	0.015874882223569
Perissodactyla	F3x4	Rhinoceros_unicornis	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Tapirus_indicus,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.23795	-1975.376359	17	1	0.2488	-1979.255842	17	0.13802	0.24896	-1975.036341	18	0.40957432792764	0.003672577451953
Perissodactyla	F1x4	Tapirus_indicus	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.32535	-2056.134485	17	1	0.43298	-2066.777282	17	0.11353	0.44996	-2051.7768	18	0.003155383720367	4.31831571644116E-08
Perissodactyla	F3x4	Tapirus_indicus	Equus_przewalskii,Equus_caballus,Equus_asinus,Equus_quagga,Rhinoceros_unicornis,Dicerorhinus_sumatrensis,Ceratotherium_simum,Diceros_bicornis	0.23795	-1975.376359	17	1	0.30472	-1990.286732	17	0.08099	0.33326	-1970.849349	18	0.002621178608286	4.51884332251553E-10
Primates	F1x4	Aotus_nancymaae	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Callithrix_jacchus,Cebus_capucinus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Cercocebus_atys,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis,Carlito_syrichta	0.32852	-4260.888525	69	1	0.33753	-4265.604689	69	0.04818	0.33712	-4258.341864	70	0.024018140576588	0.000138264124729
Primates	F3x4	Aotus_nancymaae	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Callithrix_jacchus,Cebus_capucinus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Cercocebus_atys,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis,Carlito_syrichta	0.26291	-4250.356621	69	1	0.27036	-4256.434704	69	0.03707	0.27008	-4247.666437	70	0.020364582018549	2.81839726464093E-05
Primates	F1x4	Callithrix_jacchus	Nycticebus_coucang,Otolemur_garnettii,Propithecus_coquereli,Microcebus_murinus,Prolemur_simus,Lemur_catta,Aotus_nancymaae,Cebus_capucinus,Sapajus_apella,Saimiri_boliviensis,Symphalangus_syndactylus,Hylobates_moloch,Nomascus_leucogenys,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Pongo_pygmaeus,Pongo_abelii,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Mandrillus_leucophaeus,Cercocebus_atys,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Piliocolobus_tephrosceles,Colobus_angolensis,Carlito_syrichta	0.32852	-4260.888525	69	1	0.33533	-4265.706258	69	0.18095	0.33472	-4260.225295	70	0.249435965147474	0.000930031007584
